;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;13285-;DISCO DIAMANTADO IRWIN ;;P€;;;;;;0;;27,8;;;;;;0;;
;;;;;;;;TURBO PREMIUM IW2146 115 ;;;;;;;;;;;;;;;;;;
;;;;;;;;X 22MM;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;13642-;DISCO CORTE MULTICORTE  ;;P€;;;;;;0;;4,2;;;;;;0;;
;;;;;;;;115 X 1.0 X 22.23 MM;;;;;;;;;;;;;;;;;;
;;;;Resumo de:;;ABRASIVOS:DISCO CORTE;;;;;;;Qtde Itens: ;;12228;;;;Total:;46793,6;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Categoria:;;;ABRASIVOS:RODO LIXA;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;02255-;RODO LIXA C/ PINO  50 X 25 X ;;P€;;;;;;0;;6,47;;;;75;;485,25;;
;;;;;;;;G100;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;04924-;RODO LIXA C/ PINO  50 X 25 X ;;P€;;;;;;0;;6,13;;;;7;;42,91;;
;;;;;;;;G 60;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;04925-;RODO LIXA C/ PINO 150 X 50 ;;P€;;;;;;0;;4,43;;;;0;;0;;
;;;;;;;;X G 36;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;05653-;RODO LIXA C/ PINO 70 X 20 X ;;P€;;;;;;0;;7,34;;;;10;;73,4;;
;;;;;;;;G 50;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;06543-;RODO LIXA C/ PINO  50 X 25 X ;;P€;;;;;;0;;6,26;;;;76;;475,76;;
;;;;;;;;G 80;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;07063-;RODO LIXA C/ PINO 70 X 20 X ;;P€;;;;;;0;;;;;;;;0;;
;;;;;;;;G 80;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;07989-;RODO LIXA C/ PINO 80 X 20 X ;;P€;;;;;;0;;;;;;0;;0;;
;;;;;;;;G 36;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;07990-;RODO LIXA C/ PINO 80 X 20 X ;;P€;;;;;;0;;;;;;9;;0;;
;;;;;;;;G 50;;;;;;;;;;;;;;;;;;
